data,latitude,longitude,temperatura_c,precipitacao_mm,umidade_pct,radiacao_mj_m2,vento_kmh,variaveis_reais
2026-04-23,-23.4,-46.8,20.2,0.0,76.0,17.41,12.2,5
2026-04-24,-23.4,-46.8,20.7,0.0,72.0,17.61,9.1,5
2026-04-25,-23.4,-46.8,21.3,0.0,69.0,17.53,16.8,5
2026-04-26,-23.4,-46.8,22.2,0.2,70.0,17.52,18.9,5
2026-04-27,-23.4,-46.8,21.1,12.0,83.0,10.41,16.9,5
2026-04-28,-23.4,-46.8,21.0,6.3,88.0,10.37,12.6,5
2026-04-29,-23.4,-46.8,21.0,5.7,87.0,11.08,12.7,5
2026-04-30,-23.4,-46.8,20.6,0.8,82.0,12.99,13.6,5
2026-05-01,-23.4,-46.8,21.3,0.6,81.0,14.2,10.2,5
2026-05-02,-23.4,-46.8,21.3,0.2,75.0,12.3,17.1,5
2026-05-03,-23.4,-46.8,17.2,0.6,83.0,9.02,18.1,5
2026-05-04,-23.4,-46.8,18.9,0.8,80.0,15.78,11.4,5
2026-05-05,-23.4,-46.8,21.0,0.2,74.0,15.74,8.8,5
2026-05-06,-23.4,-46.8,21.1,0.0,71.0,17.47,10.7,5
2026-05-07,-23.4,-46.8,21.4,0.0,65.0,17.35,17.4,5
2026-05-08,-23.4,-46.8,22.4,0.0,63.0,12.1,24.3,5
2026-05-09,-23.4,-46.8,22.1,0.0,69.0,8.81,21.1,5
2026-05-10,-23.4,-46.8,15.3,12.1,94.0,2.46,10.5,5
2026-05-11,-23.4,-46.8,12.2,0.0,77.0,14.87,9.1,5
2026-05-12,-23.4,-46.8,13.1,0.0,77.0,17.73,9.9,5
2026-05-13,-23.4,-46.8,15.1,0.0,72.0,16.19,7.8,5
2026-05-14,-23.4,-46.8,16.6,0.0,74.0,13.19,11.9,5
2026-05-15,-23.4,-46.8,15.6,6.6,98.0,5.3,8.7,5
2026-05-16,-23.4,-46.8,17.8,3.2,85.0,13.52,10.3,5
2026-05-17,-23.4,-46.8,17.5,11.6,95.0,4.23,9.7,5
2026-05-18,-23.4,-46.8,17.2,0.7,92.0,6.29,9.7,5
2026-05-19,-23.4,-46.8,16.3,2.2,93.0,4.24,8.2,5
2026-05-20,-23.4,-46.8,16.9,2.4,88.0,9.72,9.5,5
2026-05-21,-23.4,-46.8,15.3,0.7,87.0,6.67,14.6,5
2026-05-22,-23.4,-46.8,14.7,0.4,88.0,5.99,14.1,5
2026-05-23,-23.4,-46.8,16.3,16.6,94.0,4.77,12.2,5
2026-05-24,-23.4,-46.8,17.6,17.2,93.0,9.14,12.5,5
2026-05-25,-23.4,-46.8,17.9,2.0,90.0,9.57,10.5,5
2026-05-26,-23.4,-46.8,19.0,1.9,87.0,13.84,11.8,5
2026-05-27,-23.4,-46.8,17.6,1.1,88.0,7.04,12.1,5
2026-05-28,-23.4,-46.8,14.9,0.0,83.0,14.99,11.3,5
2026-05-29,-23.4,-46.8,15.7,0.1,83.0,10.6,12.7,5
2026-05-30,-23.4,-46.8,17.1,0.3,85.0,12.02,9.7,5
2026-05-31,-23.4,-46.8,16.2,0.0,85.0,12.65,9.8,5
2026-06-01,-23.4,-46.8,14.9,0.0,86.0,11.77,13.6,5
2026-06-02,-23.4,-46.8,14.7,0.0,83.0,9.89,14.0,5
2026-06-03,-23.4,-46.8,16.5,0.0,81.0,12.85,13.4,5
2026-06-04,-23.4,-46.8,16.6,0.0,81.0,10.9,12.3,5
2026-06-05,-23.4,-46.8,15.3,0.0,79.0,14.14,11.8,5
2026-06-06,-23.4,-46.8,14.1,0.0,81.0,15.04,10.6,5
2026-06-07,-23.4,-46.8,13.6,0.0,77.0,15.16,6.5,5
2026-06-08,-23.4,-46.8,13.9,0.0,74.0,15.12,9.8,5
2026-06-09,-23.4,-46.8,14.9,0.0,71.0,12.38,13.7,5
2026-06-10,-23.4,-46.8,15.9,3.4,75.0,11.86,10.6,5
2026-06-11,-23.4,-46.8,15.3,8.2,94.0,7.65,9.8,5
2026-06-12,-23.4,-46.8,15.8,2.8,91.0,4.7,23.6,5
2026-06-13,-23.4,-46.8,17.0,12.0,90.0,10.29,19.7,5
2026-06-14,-23.4,-46.8,17.6,1.6,90.0,8.35,15.8,5
2026-06-15,-23.4,-46.8,15.6,9.1,97.0,4.31,10.2,5
2026-06-16,-23.4,-46.8,14.9,0.6,91.0,10.97,8.7,5
2026-06-17,-23.4,-46.8,13.8,0.0,79.0,14.5,10.3,5
2026-06-18,-23.4,-46.8,12.3,0.0,79.0,14.83,13.8,5
2026-06-19,-23.4,-46.8,14.6,0.0,76.0,14.71,14.2,5
2026-06-20,-23.4,-46.8,16.4,11.4,81.0,4.91,16.9,5
2026-06-21,-23.4,-46.8,14.4,0.1,80.0,14.62,10.5,5
2026-06-22,-23.4,-46.8,16.2,0.0,70.0,14.71,17.9,5
2026-06-23,-23.4,-46.8,16.5,28.4,90.0,2.54,14.2,5
2026-06-24,-23.4,-46.8,12.8,17.1,96.0,1.4,9.3,5
2026-06-25,-23.4,-46.8,11.7,3.2,95.0,3.25,14.6,5
2026-06-26,-23.4,-46.8,14.9,0.6,90.0,10.99,6.6,5
2026-06-27,-23.4,-46.8,17.2,0.0,85.0,13.7,6.7,5
2026-06-28,-23.4,-46.8,17.7,0.0,80.0,14.27,12.4,5
2026-06-29,-23.4,-46.8,18.8,0.0,79.0,13.89,11.6,5
2026-06-30,-23.4,-46.8,18.5,0.0,78.0,14.31,13.9,5
2026-07-01,-23.4,-46.8,18.8,0.0,74.0,14.29,12.9,5
2026-07-02,-23.4,-46.8,17.7,0.0,78.0,14.4,11.3,5
2026-07-03,-23.4,-46.8,16.7,0.0,81.0,11.4,12.0,5
2026-07-04,-23.4,-46.8,15.8,0.0,86.0,9.53,12.5,5
2026-07-05,-23.4,-46.8,15.1,0.0,84.0,10.68,10.0,5
2026-07-06,-23.4,-46.8,16.0,0.0,79.0,13.42,12.2,5
2026-07-07,-23.4,-46.8,14.8,1.5,87.0,7.66,11.7,5
2026-07-08,-23.4,-46.8,14.8,0.0,81.0,12.89,5.5,5
2026-07-09,-23.4,-46.8,14.3,0.0,79.0,15.13,5.6,5
2026-07-10,-23.4,-46.8,15.3,0.0,72.0,14.99,11.9,5
2026-07-11,-23.4,-46.8,17.1,1.2,70.0,14.76,15.7,5
2026-07-12,-23.4,-46.8,16.2,6.0,87.0,7.98,19.0,5
2026-07-13,-23.4,-46.8,12.9,0.3,76.0,10.5,14.8,5
2026-07-14,-23.4,-46.8,12.0,0.0,81.0,12.51,16.0,5
2026-07-15,-23.4,-46.8,13.4,0.0,75.0,15.7,10.1,5
2026-07-16,-23.4,-46.8,14.9,0.0,68.0,15.84,13.1,5
2026-07-17,-23.4,-46.8,15.4,0.0,62.0,16.14,14.8,5
2026-07-18,-23.4,-46.8,15.9,0.0,60.0,16.16,19.3,5
2025-07-19,-23.4,-46.7,12.3,0.0,72.0,15.84,10.7,5
2025-07-20,-23.4,-46.7,12.4,0.0,81.0,12.64,12.5,5
2025-07-21,-23.4,-46.7,15.0,0.0,76.0,14.88,10.0,5
2025-07-22,-23.4,-46.7,15.6,0.0,72.0,15.38,14.0,5
2025-07-23,-23.4,-46.7,13.9,0.0,68.0,16.56,11.3,5
2025-07-24,-23.4,-46.7,13.7,0.0,83.0,11.29,15.7,5
2025-07-25,-23.4,-46.7,13.3,5.6,90.0,4.58,11.0,5
2025-07-26,-23.4,-46.7,14.8,0.0,77.0,15.66,9.2,5
2025-07-27,-23.4,-46.7,16.5,0.0,64.0,16.92,19.0,5
2025-07-28,-23.4,-46.7,17.3,0.8,71.0,10.48,29.9,5
2025-07-29,-23.4,-46.7,11.9,0.1,67.0,18.46,15.5,5
2025-07-30,-23.4,-46.7,9.1,0.0,74.0,15.88,12.7,5
2025-07-31,-23.4,-46.7,10.5,0.0,75.0,17.55,15.4,5
2025-08-01,-23.4,-46.7,13.5,0.0,72.0,18.04,13.6,5
2025-08-02,-23.4,-46.7,14.3,0.0,64.0,16.16,11.5,5
2025-08-03,-23.4,-46.7,14.7,0.0,59.0,17.0,16.5,5
2025-08-04,-23.4,-46.7,14.0,0.0,65.0,10.66,9.1,5
2025-08-05,-23.4,-46.7,13.6,0.1,82.0,8.19,12.2,5
2025-08-06,-23.4,-46.7,13.4,1.8,83.0,10.98,15.2,5
2025-08-07,-23.4,-46.7,15.3,0.0,72.0,15.66,9.5,5
2025-08-08,-23.4,-46.7,15.6,0.5,74.0,11.92,22.8,5
2025-08-09,-23.4,-46.7,12.3,1.5,75.0,11.68,18.6,5
2025-08-10,-23.4,-46.7,9.2,0.3,80.0,9.55,12.4,5
2025-08-11,-23.4,-46.7,9.5,0.0,80.0,15.85,13.1,5
2025-08-12,-23.4,-46.7,11.5,0.0,77.0,18.19,13.4,5
2025-08-13,-23.4,-46.7,13.3,0.0,67.0,20.07,10.2,5
2025-08-14,-23.4,-46.7,12.0,0.0,72.0,16.37,15.4,5
2025-08-15,-23.4,-46.7,12.9,0.0,77.0,15.33,18.1,5
2025-08-16,-23.4,-46.7,14.9,0.0,78.0,12.84,14.1,5
2025-08-17,-23.4,-46.7,16.2,0.2,77.0,16.19,11.8,5
2025-08-18,-23.4,-46.7,14.6,0.0,79.0,16.81,13.8,5
2025-08-19,-23.4,-46.7,16.7,0.0,71.0,14.17,13.7,5
2025-08-20,-23.4,-46.7,19.8,0.0,57.0,13.38,18.2,5
2025-08-21,-23.4,-46.7,20.1,0.0,65.0,17.28,11.3,5
2025-08-22,-23.4,-46.7,20.8,0.0,59.0,19.57,13.8,5
2025-08-23,-23.4,-46.7,20.9,0.0,45.0,18.52,19.2,5
2025-08-24,-23.4,-46.7,16.4,0.0,73.0,13.31,15.7,5
2025-08-25,-23.4,-46.7,17.4,0.0,73.0,15.8,16.0,5
2025-08-26,-23.4,-46.7,15.6,5.2,81.0,10.25,14.8,5
2025-08-27,-23.4,-46.7,15.4,2.7,88.0,13.49,12.1,5
2025-08-28,-23.4,-46.7,16.1,0.1,82.0,16.6,16.8,5
2025-08-29,-23.4,-46.7,15.0,5.9,88.0,7.95,11.0,5
2025-08-30,-23.4,-46.7,15.6,0.0,81.0,17.38,14.1,5
2025-08-31,-23.4,-46.7,15.7,0.1,79.0,18.04,15.9,5
2025-09-01,-23.4,-46.7,16.8,0.4,79.0,17.45,16.0,5
2025-09-02,-23.4,-46.7,17.4,0.1,76.0,18.96,13.7,5
2025-09-03,-23.4,-46.7,17.6,0.0,67.0,21.43,11.9,5
2025-09-04,-23.4,-46.7,17.7,0.0,61.0,19.36,11.9,5
2025-09-05,-23.4,-46.7,17.7,0.0,68.0,18.21,14.7,5
2025-09-06,-23.4,-46.7,14.5,0.0,84.0,10.42,16.9,5
2025-09-07,-23.4,-46.7,15.7,0.0,83.0,11.26,16.3,5
2025-09-08,-23.4,-46.7,19.0,0.1,74.0,17.83,13.1,5
2025-09-09,-23.4,-46.7,19.6,0.0,58.0,13.54,30.2,5
2025-09-10,-23.4,-46.7,16.8,0.0,69.0,23.18,13.7,5
2025-09-11,-23.4,-46.7,17.1,0.0,66.0,23.91,10.5,5
2025-09-12,-23.4,-46.7,15.0,0.0,72.0,16.86,17.0,5
2025-09-13,-23.4,-46.7,14.3,0.0,76.0,14.6,17.0,5
2025-09-14,-23.4,-46.7,15.9,0.0,76.0,20.15,17.3,5
2025-09-15,-23.4,-46.7,17.6,0.0,75.0,21.77,14.8,5
2025-09-16,-23.4,-46.7,17.5,0.0,77.0,10.2,17.5,5
2025-09-17,-23.4,-46.7,16.5,0.0,75.0,20.06,16.8,5
2025-09-18,-23.4,-46.7,16.6,0.0,74.0,21.57,15.3,5
2025-09-19,-23.4,-46.7,19.7,0.0,66.0,18.51,14.8,5
2025-09-20,-23.4,-46.7,21.9,0.0,56.0,22.33,16.4,5
2025-09-21,-23.4,-46.7,23.6,0.3,53.0,19.23,28.6,5
2025-09-22,-23.4,-46.7,18.9,12.5,84.0,3.43,28.6,5
2025-09-23,-23.4,-46.7,14.7,2.2,82.0,13.13,15.6,5
2025-09-24,-23.4,-46.7,14.2,0.0,83.0,8.57,19.3,5
2025-09-25,-23.4,-46.7,13.0,0.1,82.0,7.97,21.8,5
2025-09-26,-23.4,-46.7,12.6,0.3,77.0,18.27,21.2,5
2025-09-27,-23.4,-46.7,14.4,0.0,73.0,24.5,15.8,5
2025-09-28,-23.4,-46.7,17.2,0.0,67.0,19.88,13.9,5
2025-09-29,-23.4,-46.7,19.7,0.0,65.0,24.91,12.6,5
2025-09-30,-23.4,-46.7,21.6,0.0,56.0,24.25,11.9,5
2025-10-01,-23.4,-46.7,19.4,0.0,70.0,16.83,15.1,5
2025-10-02,-23.4,-46.7,18.1,0.0,78.0,12.14,15.9,5
2025-10-03,-23.4,-46.7,19.2,1.1,77.0,16.91,12.6,5
2025-10-04,-23.4,-46.7,17.8,2.7,80.0,9.64,12.0,5
2025-10-05,-23.4,-46.7,21.6,0.0,57.0,25.92,13.2,5
2025-10-06,-23.4,-46.7,23.6,0.0,49.0,21.93,14.9,5
2025-10-07,-23.4,-46.7,17.5,0.0,80.0,11.39,24.5,5
2025-10-08,-23.4,-46.7,14.0,1.9,83.0,7.79,21.1,5
2025-10-09,-23.4,-46.7,14.8,8.7,81.0,10.79,20.4,5
2025-10-10,-23.4,-46.7,15.6,29.9,90.0,7.91,13.2,5
2025-10-11,-23.4,-46.7,17.2,0.2,85.0,17.36,11.8,5
2025-10-12,-23.4,-46.7,19.8,2.4,73.0,18.79,15.9,5
2025-10-13,-23.4,-46.7,18.1,8.4,86.0,9.58,24.3,5
2025-10-14,-23.4,-46.7,18.0,1.3,84.0,20.29,16.9,5
2025-10-15,-23.4,-46.7,17.1,0.0,81.0,18.7,14.9,5
2025-10-16,-23.4,-46.7,19.6,0.0,77.0,23.43,17.9,5
2025-10-17,-23.4,-46.7,21.6,4.4,70.0,22.98,10.6,5
2025-10-18,-23.4,-46.7,17.2,30.5,95.0,6.8,27.5,5
2025-10-19,-23.4,-46.7,12.1,1.1,83.0,13.37,28.1,5
2025-10-20,-23.4,-46.7,11.6,0.0,75.0,21.53,21.1,5
2025-10-21,-23.4,-46.7,12.5,0.0,72.0,28.05,18.6,5
2025-10-22,-23.4,-46.7,13.7,0.0,70.0,28.98,16.6,5
2025-10-23,-23.4,-46.7,14.8,0.0,70.0,29.71,14.6,5
2025-10-24,-23.4,-46.7,16.4,0.0,68.0,28.69,14.9,5
2025-10-25,-23.4,-46.7,18.9,0.0,61.0,27.11,13.3,5
2025-10-26,-23.4,-46.7,20.3,0.0,58.0,23.45,13.0,5
2025-10-27,-23.4,-46.7,17.1,1.6,85.0,6.26,8.2,5
2025-10-28,-23.4,-46.7,17.7,14.2,90.0,5.32,8.9,5
2025-10-29,-23.4,-46.7,18.5,14.6,88.0,15.31,23.1,5
2025-10-30,-23.4,-46.7,15.0,2.4,87.0,9.03,12.8,5
2025-10-31,-23.4,-46.7,15.7,31.1,91.0,9.34,13.4,5
2025-11-01,-23.4,-46.7,19.1,1.2,81.0,20.34,11.9,5
2025-11-02,-23.4,-46.7,16.8,26.7,97.0,5.1,21.4,5
2025-11-03,-23.4,-46.7,18.6,4.5,84.0,16.35,19.0,5
2025-11-04,-23.4,-46.7,19.6,3.6,84.0,18.54,12.7,5
2025-11-05,-23.4,-46.7,20.6,2.3,82.0,16.57,21.6,5
2025-11-06,-23.4,-46.7,16.4,1.0,80.0,12.64,18.0,5
2025-11-07,-23.4,-46.7,18.4,0.6,77.0,23.18,15.4,5
2025-11-08,-23.4,-46.7,18.6,7.5,87.0,11.63,27.0,5
2025-11-09,-23.4,-46.7,15.0,0.1,77.0,16.3,18.4,5
2025-11-10,-23.4,-46.7,14.6,0.0,73.0,26.98,17.1,5
2025-11-11,-23.4,-46.7,16.0,0.0,75.0,29.49,15.8,5
2025-11-12,-23.4,-46.7,19.0,0.0,70.0,29.16,12.8,5
2025-11-13,-23.4,-46.7,19.4,0.1,73.0,14.03,9.3,5
2025-11-14,-23.4,-46.7,17.1,2.5,80.0,15.84,13.3,5
2025-11-15,-23.4,-46.7,18.3,0.0,79.0,16.75,13.8,5
2025-11-16,-23.4,-46.7,19.0,11.9,87.0,10.69,15.7,5
2025-11-17,-23.4,-46.7,19.4,21.2,90.0,11.88,17.6,5
2025-11-18,-23.4,-46.7,18.5,10.7,88.0,11.75,26.4,5
2025-11-19,-23.4,-46.7,16.9,0.1,70.0,25.64,16.0,5
2025-11-20,-23.4,-46.7,16.1,0.1,75.0,26.95,18.1,5
2025-11-21,-23.4,-46.7,19.5,0.0,63.0,28.45,14.2,5
2025-11-22,-23.4,-46.7,20.3,1.5,72.0,20.8,11.8,5
2025-11-23,-23.4,-46.7,17.8,16.9,85.0,16.2,14.7,5
2025-11-24,-23.4,-46.7,16.5,21.7,90.0,10.94,12.3,5
2025-11-25,-23.4,-46.7,16.2,0.7,80.0,21.03,16.4,5
2025-11-26,-23.4,-46.7,16.0,0.0,73.0,30.31,15.9,5
2025-11-27,-23.4,-46.7,16.0,0.0,75.0,24.97,17.5,5
2025-11-28,-23.4,-46.7,19.7,0.3,73.0,25.09,13.0,5
2025-11-29,-23.4,-46.7,20.7,0.0,61.0,30.16,10.3,5
2025-11-30,-23.4,-46.7,21.8,0.0,60.0,28.89,11.4,5
2025-12-01,-23.4,-46.7,21.5,0.1,73.0,21.8,13.6,5
2025-12-02,-23.4,-46.7,19.9,9.8,85.0,14.7,16.8,5
2025-12-03,-23.4,-46.7,20.1,2.6,79.0,21.93,14.1,5
2025-12-04,-23.4,-46.7,18.4,0.0,78.0,20.56,18.0,5
2025-12-05,-23.4,-46.7,19.3,0.1,74.0,25.32,18.0,5
2025-12-06,-23.4,-46.7,21.0,0.3,73.0,25.53,15.4,5
2025-12-07,-23.4,-46.7,21.7,0.2,73.0,23.32,13.3,5
2025-12-08,-23.4,-46.7,19.8,17.2,86.0,14.01,14.3,5
2025-12-09,-23.4,-46.7,17.9,18.6,94.0,6.46,33.1,5
2025-12-10,-23.4,-46.7,20.7,3.8,73.0,24.0,39.1,5
2025-12-11,-23.4,-46.7,21.3,0.0,62.0,29.32,23.3,5
2025-12-12,-23.4,-46.7,20.1,1.6,75.0,16.3,18.8,5
2025-12-13,-23.4,-46.7,19.2,28.3,89.0,14.58,23.4,5
2025-12-14,-23.4,-46.7,20.0,4.9,86.0,12.07,20.5,5
2025-12-15,-23.4,-46.7,21.8,1.0,80.0,22.29,15.5,5
2025-12-16,-23.4,-46.7,21.2,12.1,86.0,19.48,19.6,5
2025-12-17,-23.4,-46.7,15.2,7.8,87.0,8.64,22.4,5
2025-12-18,-23.4,-46.7,17.0,0.2,81.0,12.93,13.7,5
2025-12-19,-23.4,-46.7,18.9,1.2,84.0,12.55,15.3,5
2025-12-20,-23.4,-46.7,20.1,1.0,79.0,23.01,14.3,5
2025-12-21,-23.4,-46.7,21.9,0.0,68.0,28.08,13.8,5
2025-12-22,-23.4,-46.7,22.3,0.1,66.0,28.26,12.6,5
2025-12-23,-23.4,-46.7,23.0,0.0,64.0,26.62,13.9,5
2025-12-24,-23.4,-46.7,23.9,0.2,62.0,26.97,9.4,5
2025-12-25,-23.4,-46.7,24.7,0.0,63.0,27.22,12.3,5
2025-12-26,-23.4,-46.7,25.0,1.8,62.0,23.72,14.6,5
2025-12-27,-23.4,-46.7,23.7,4.4,75.0,25.48,10.9,5
2025-12-28,-23.4,-46.7,23.9,12.1,73.0,27.27,22.9,5
2025-12-29,-23.4,-46.7,23.4,14.9,77.0,23.85,11.7,5
2025-12-30,-23.4,-46.7,23.0,17.7,80.0,25.35,16.5,5
2025-12-31,-23.4,-46.7,21.5,3.8,84.0,21.11,17.1,5
2026-01-01,-23.4,-46.7,21.8,1.8,82.0,20.8,18.1,5
2026-01-02,-23.4,-46.7,20.5,14.1,87.0,16.87,18.5,5
2026-01-03,-23.4,-46.7,21.3,3.0,83.0,22.01,16.7,5
2026-01-04,-23.4,-46.7,19.4,0.6,82.0,17.62,16.0,5
2026-01-05,-23.4,-46.7,17.5,0.6,80.0,13.45,20.0,5
2026-01-06,-23.4,-46.7,19.1,3.2,75.0,21.61,17.3,5
2026-01-07,-23.4,-46.7,19.7,10.0,82.0,22.15,14.0,5
2026-01-08,-23.4,-46.7,20.2,30.3,82.0,23.52,15.0,5
2026-01-09,-23.4,-46.7,22.1,1.9,77.0,24.52,16.6,5
2026-01-10,-23.4,-46.7,23.2,4.8,69.0,27.67,20.8,5
2026-01-11,-23.4,-46.7,23.2,0.4,69.0,28.0,17.8,5
2026-01-12,-23.4,-46.7,22.8,5.3,68.0,25.24,17.8,5
2026-01-13,-23.4,-46.7,20.2,5.5,81.0,18.01,15.7,5
2026-01-14,-23.4,-46.7,19.9,12.9,84.0,18.97,15.7,5
2026-01-15,-23.4,-46.7,19.5,8.1,88.0,16.87,15.6,5
2026-01-16,-23.4,-46.7,20.0,12.6,86.0,17.24,15.2,5
2026-01-17,-23.4,-46.7,19.8,30.2,86.0,18.57,14.6,5
2026-01-18,-23.4,-46.7,20.1,7.7,85.0,18.3,19.3,5
2026-01-19,-23.4,-46.7,18.2,18.7,91.0,11.58,23.2,5
2026-01-20,-23.4,-46.7,16.3,0.7,82.0,15.92,20.3,5
2026-01-21,-23.4,-46.7,15.2,0.8,84.0,11.82,17.4,5
2026-01-22,-23.4,-46.7,15.7,6.6,87.0,11.02,18.6,5
2026-01-23,-23.4,-46.7,17.5,1.9,85.0,19.66,16.9,5
2026-01-24,-23.4,-46.7,18.6,2.3,85.0,14.12,14.4,5
2026-01-25,-23.4,-46.7,18.9,9.4,87.0,17.55,16.1,5
2026-01-26,-23.4,-46.7,19.5,5.4,83.0,22.88,10.2,5
2026-01-27,-23.4,-46.7,20.3,0.9,81.0,21.73,13.4,5
2026-01-28,-23.4,-46.7,19.7,9.0,84.0,19.85,11.0,5
2026-01-29,-23.4,-46.7,19.3,16.8,88.0,22.34,17.6,5
2026-01-30,-23.4,-46.7,18.2,15.5,90.0,12.87,16.5,5
2026-01-31,-23.4,-46.7,19.7,0.7,83.0,19.54,15.8,5
2026-02-01,-23.4,-46.7,19.5,3.1,88.0,13.56,22.4,5
2026-02-02,-23.4,-46.7,18.9,12.0,93.0,13.41,14.7,5
2026-02-03,-23.4,-46.7,19.4,17.2,92.0,13.67,15.2,5
2026-02-04,-23.4,-46.7,20.2,9.2,89.0,15.53,17.9,5
2026-02-05,-23.4,-46.7,19.8,13.8,89.0,17.62,14.2,5
2026-02-06,-23.4,-46.7,20.6,6.0,85.0,18.6,13.0,5
2026-02-07,-23.4,-46.7,20.1,19.7,91.0,13.56,10.1,5
2026-02-08,-23.4,-46.7,18.9,24.4,90.0,16.3,11.8,5
2026-02-09,-23.4,-46.7,17.6,15.1,95.0,10.48,9.2,5
2026-02-10,-23.4,-46.7,18.8,14.6,90.0,14.21,21.7,5
2026-02-11,-23.4,-46.7,20.1,11.6,85.0,15.88,21.4,5
2026-02-12,-23.4,-46.7,21.7,1.3,81.0,19.93,16.9,5
2026-02-13,-23.4,-46.7,22.9,4.0,73.0,25.0,13.4,5
2026-02-14,-23.4,-46.7,21.6,0.9,80.0,17.96,12.8,5
2026-02-15,-23.4,-46.7,22.2,0.0,75.0,26.23,12.0,5
2026-02-16,-23.4,-46.7,22.6,0.1,72.0,26.34,8.6,5
2026-02-17,-23.4,-46.7,22.1,1.8,76.0,21.42,12.2,5
2026-02-18,-23.4,-46.7,21.2,1.3,82.0,19.64,12.9,5
2026-02-19,-23.4,-46.7,20.8,2.0,85.0,20.28,10.9,5
2026-02-20,-23.4,-46.7,21.8,0.0,78.0,22.92,12.2,5
2026-02-21,-23.4,-46.7,20.7,23.0,87.0,16.59,14.8,5
2026-02-22,-23.4,-46.7,19.7,10.6,88.0,16.91,17.3,5
2026-02-23,-23.4,-46.7,19.6,10.4,91.0,13.08,14.2,5
2026-02-24,-23.4,-46.7,20.3,20.6,87.0,14.29,10.8,5
2026-02-25,-23.4,-46.7,20.5,21.6,89.0,14.62,13.8,5
2026-02-26,-23.4,-46.7,19.3,18.2,93.0,10.21,21.6,5
2026-02-27,-23.4,-46.7,18.3,1.9,85.0,12.81,17.5,5
2026-02-28,-23.4,-46.7,17.3,0.2,80.0,20.74,15.1,5
2026-03-01,-23.4,-46.7,16.9,0.0,77.0,21.61,16.3,5
2026-03-02,-23.4,-46.7,16.9,0.0,80.0,20.99,15.0,5
2026-03-03,-23.4,-46.7,18.0,0.6,80.0,19.81,12.6,5
2026-03-04,-23.4,-46.7,18.6,0.0,79.0,22.73,14.2,5
2026-03-05,-23.4,-46.7,20.2,0.1,78.0,20.69,12.7,5
2026-03-06,-23.4,-46.7,20.2,12.1,87.0,13.49,12.8,5
2026-03-07,-23.4,-46.7,19.7,23.4,92.0,14.63,17.5,5
2026-03-08,-23.4,-46.7,19.7,7.0,86.0,18.57,13.5,5
2026-03-09,-23.4,-46.7,17.9,10.8,95.0,6.46,13.6,5
2026-03-10,-23.4,-46.7,17.3,13.6,98.0,7.29,11.2,5
2026-03-11,-23.4,-46.7,17.9,23.0,97.0,7.16,11.2,5
2026-03-12,-23.4,-46.7,17.7,26.3,96.0,6.96,19.2,5
2026-03-13,-23.4,-46.7,18.1,2.5,89.0,11.07,9.7,5
2026-03-14,-23.4,-46.7,19.0,0.0,77.0,24.85,7.8,5
2026-03-15,-23.4,-46.7,20.6,0.4,77.0,21.38,10.1,5
2026-03-16,-23.4,-46.7,21.5,0.0,70.0,25.37,11.4,5
2026-03-17,-23.4,-46.7,21.2,0.2,74.0,21.83,9.9,5
2026-03-18,-23.4,-46.7,20.2,5.9,86.0,18.29,13.2,5
2026-03-19,-23.4,-46.7,19.4,16.5,92.0,9.13,10.5,5
2026-03-20,-23.4,-46.7,19.3,0.7,83.0,17.46,14.0,5
2026-03-21,-23.4,-46.7,20.6,0.0,80.0,22.43,12.6,5
2026-03-22,-23.4,-46.7,20.2,0.0,72.0,20.02,11.5,5
2026-03-23,-23.4,-46.7,20.3,0.1,71.0,24.45,12.2,5
2026-03-24,-23.4,-46.7,20.2,0.0,76.0,24.06,9.4,5
2026-03-25,-23.4,-46.7,20.2,1.6,80.0,18.97,17.0,5
2026-03-26,-23.4,-46.7,20.7,0.7,82.0,18.88,11.4,5
2026-03-27,-23.4,-46.7,21.4,0.0,73.0,23.34,12.9,5
2026-03-28,-23.4,-46.7,20.6,0.0,75.0,23.31,12.9,5
2026-03-29,-23.4,-46.7,21.0,0.0,74.0,22.41,10.1,5
2026-03-30,-23.4,-46.7,19.9,0.9,74.0,18.37,12.9,5
2026-03-31,-23.4,-46.7,18.3,19.0,81.0,11.26,14.2,5
2026-04-01,-23.4,-46.7,18.3,3.3,86.0,17.02,13.1,5
2026-04-02,-23.4,-46.7,19.5,10.3,85.0,17.14,15.8,5
2026-04-03,-23.4,-46.7,20.3,0.1,80.0,19.5,14.8,5
2026-04-04,-23.4,-46.7,20.5,1.2,83.0,18.91,11.8,5
2026-04-05,-23.4,-46.7,20.1,0.4,82.0,17.93,13.9,5
2026-04-06,-23.4,-46.7,20.6,1.6,82.0,18.38,11.4,5
2026-04-07,-23.4,-46.7,19.6,4.7,89.0,13.61,12.7,5
2026-04-08,-23.4,-46.7,19.8,2.0,85.0,12.19,19.0,5
2026-04-09,-23.4,-46.7,19.0,9.3,88.0,13.82,14.6,5
2026-04-10,-23.4,-46.7,16.7,3.8,85.0,7.24,14.4,5
2026-04-11,-23.4,-46.7,17.0,0.0,79.0,20.66,16.2,5
2026-04-12,-23.4,-46.7,18.0,0.0,77.0,20.33,12.2,5
2026-04-13,-23.4,-46.7,18.8,0.0,78.0,17.62,13.5,5
2026-04-14,-23.4,-46.7,18.0,0.0,79.0,19.79,16.4,5
